context	original_variable	original_label	original_expl	reverse_variable	reverse_label	reverse_expl	tags
Premise: Three girls blow out the candles of a cake made of Peeps.	Some people are blowing out candles	entailment	Three girls are some people.	Some wrong attitude.	contradiction	Three girls are some wrong attitude.	unrel_noun
Premise: Three girls blow out the candles of a cake made of Peeps.	Some people are blowing out candles	entailment	Three girls are some people.	Some eyebroes blow out the candles of a cake made of Peeps.	neutral	Three girls are some eyebroes.	unrel_noun
Premise: Three girls blow out the candles of a cake made of Peeps.	Some people are blowing out candles	entailment	Three girls are some people.	Some offspring blow out the candles of a cake made of Peeps.	contradiction	Three girls are some offspring.	unrel_noun
Premise: Three girls blow out the candles of a cake made of Peeps.	Some people are blowing out candles	entailment	Three girls are some people.	Some delicate stomachs are blowing candles.	contradiction	Three girls are some delicate stomachs.	unrel_noun
Premise: Three girls blow out the candles of a cake made of Peeps.	Some people are blowing out candles	entailment	Three girls are some people.	Some wants are blowing candles.	entailment	Three girls are some wants.	unrel_noun
Premise: Three girls blow out the candles of a cake made of Peeps.	Some people are blowing out candles	entailment	Three girls are some people.	Some goals stones don't blow out candles.	contradiction	Three girls are some goals stones don't.	unrel_noun
Premise: Three girls blow out the candles of a cake made of Peeps.	Some people are blowing out candles	entailment	Three girls are some people.	Some five fingers blow out candles.	contradiction	Three girls are some five fingers.	unrel_noun
Premise: Three girls blow out the candles of a cake made of Peeps.	Some people are blowing out candles	entailment	Three girls are some people.	Some eyes are blowing candles.	neutral	Three girls are some eyes.	unrel_noun
Premise: Three girls blow out the candles of a cake made of Peeps.	Some people are blowing out candles	entailment	Three girls are some people.	Some yellow teeth are blowing out candles.	contradiction	Three girls are some yellow teeth.	unrel_noun
Premise: Three girls blow out the candles of a cake made of Peeps.	Some people are blowing out candles	entailment	Three girls are some people.	Some body parts are blowing candles.	contradiction	Three girls are some body parts.	unrel_noun
Premise: Three girls blow out the candles of a cake made of Peeps.	Some people are blowing out candles	entailment	Three girls are some people.	Somen't seen movies.	contradiction	Three girls are some n't seen movies.	unrel_noun
Premise: Three girls blow out the candles of a cake made of Peeps.	Some people are blowing out candles	entailment	Three girls are some people.	Some walked on moon.	entailment	Three girls are some walked on moon.	unrel_noun
Premise: Three girls blow out the candles of a cake made of Peeps.	Some people are blowing out candles	entailment	Three girls are some people.	Some weird fantasies blow out candles.	entailment	Three girls are some weird fantasies.	unrel_noun
Premise: Three girls blow out the candles of a cake made of Peeps.	Some people are blowing out candles	entailment	Three girls are some people.	Some drug problem blows out candles.	neutral	Three girls are some drug problem.	unrel_noun
Premise: Three girls blow out the candles of a cake made of Peeps.	Some people are blowing out candles	entailment	Three girls are some people.	Some dogs are as pets.	contradiction	Three girls are some dogs as pets.	unrel_noun
Premise: Three girls blow out the candles of a cake made of Peeps.	Some people are blowing out candles	entailment	Three girls are some people.	Some sleep every day.	contradiction	Three girls are some sleep every day.	unrel_noun
Premise: Three girls blow out the candles of a cake made of Peeps.	Some people are blowing out candles	entailment	Three girls are some people.	Some luxuary of refrigeration blow out the candles of a cake made of Peeps.	neutral	Three girls are some luxuary of refrigeration.	unrel_noun
Premise: Three girls blow out the candles of a cake made of Peeps.	Some people are blowing out candles	entailment	Three girls are some people.	There are some computations to do.	entailment	Three girls are some computations to do.	unrel_noun
Premise: Three girls blow out the candles of a cake made of Peeps.	Some people are blowing out candles	entailment	Three girls are some people.	Some parties are in birthdays.	contradiction	Three girls are some parties in birthdays.	unrel_noun
Premise: Three girls blow out the candles of a cake made of Peeps.	Some people are blowing out candles	entailment	Three girls are some people.	Some of the girls are gone to moon.	neutral	Three girls are some gone to moon.	unrel_noun
Premise: Three girls blow out the candles of a cake made of Peeps.	Some people are blowing out candles	entailment	Three girls are some people.	Some two legs are blowing candles.	neutral	Three girls are some two legs.	unrel_noun
Premise: Three girls blow out the candles of a cake made of Peeps.	Some people are blowing out candles	entailment	Three girls are some people.	Some hamsters are for pet.	neutral	Three girls are some hamster for pet.	unrel_noun
Premise: Three girls blow out the candles of a cake made of Peeps.	Some people are blowing out candles	entailment	Three girls are some people.	Some only one face.	contradiction	Three girls are some only one face.	unrel_noun
Premise: Three girls blow out the candles of a cake made of Peeps.	Some people are blowing out candles	entailment	Three girls are some people.	Some naturally energetic personalities blow out the candles of a cake made of Peeps.	neutral	Three girls are some naturally energetic personalities.	unrel_noun
Premise: Three girls blow out the candles of a cake made of Peeps.	Some people are blowing out candles	entailment	Three girls are some people.	Some sex is blowing candles.	entailment	Three girls are some sex.	unrel_noun
